"ID";"Period";"global_id";"StationName";"SurveillanceZoneCharacteristics";"AdmArea";"District";"Location";"Parameter";"MonthlyAverage";"MonthlyAveragePDKss";
"Код";"Период измерения";"global_id";"Название станции";"Характеристика зоны наблюдения";"Административный округ";"Район";"Адресный ориентир";"Измеряемый параметр";"Среднее значение в абсолютных единицах";"Среднее значение в долях ПДКсс";
"274311";"03.2020";"1035318078";"Кожуховский проезд";"Вблизи автомагистралей";"Южный административный округ";"Даниловский район";"город Москва, 1-й Кожуховский проезд, дом 15";"Взвешенные частицы РМ10 (суточные измерения)";"0.0415";"0.69";
"274312";"03.2020";"1035318079";"Кожуховский проезд";"Вблизи автомагистралей";"Южный административный округ";"Даниловский район";"город Москва, 1-й Кожуховский проезд, дом 15";"Диоксид серы";"0.0018";"0.04";
"274313";"03.2020";"1035318080";"Кожуховский проезд";"Вблизи автомагистралей";"Южный административный округ";"Даниловский район";"город Москва, 1-й Кожуховский проезд, дом 15";"C6H6 (бензол)";"0.008";"0.08";
"274314";"03.2020";"1035318081";"Кожуховский проезд";"Вблизи автомагистралей";"Южный административный округ";"Даниловский район";"город Москва, 1-й Кожуховский проезд, дом 15";"C10H8 (нафталин)";"0.00060";"";
"274315";"03.2020";"1035318082";"Кожуховский проезд";"Вблизи автомагистралей";"Южный административный округ";"Даниловский район";"город Москва, 1-й Кожуховский проезд, дом 15";"C8H8 (стирол)";"0.00040";"0.22";
"274316";"03.2020";"1035318083";"Кожуховский проезд";"Вблизи автомагистралей";"Южный административный округ";"Даниловский район";"город Москва, 1-й Кожуховский проезд, дом 15";"C7H8 (толуол)";"0.018";"";
"274317";"03.2020";"1035318084";"Кожуховский проезд";"Вблизи автомагистралей";"Южный административный округ";"Даниловский район";"город Москва, 1-й Кожуховский проезд, дом 15";"C6H5OH (фенол)";"0.00070";"0.12";
"274318";"03.2020";"1035318085";"Кожуховский проезд";"Вблизи автомагистралей";"Южный административный округ";"Даниловский район";"город Москва, 1-й Кожуховский проезд, дом 15";"CH2O (формальдегид)";"0.005";"0.5";
"274319";"03.2020";"1035318086";"Площадь Гагарина";"Вблизи автомагистралей";"Южный административный округ";"Донской район";"город Москва, Ленинский проспект, дом 30";"Оксид углерода";"0.28";"0.09";
"274320";"03.2020";"1035318087";"Площадь Гагарина";"Вблизи автомагистралей";"Южный административный округ";"Донской район";"город Москва, Ленинский проспект, дом 30";"Диоксид азота";"0.0444";"1.11";
"274321";"03.2020";"1035318088";"Площадь Гагарина";"Вблизи автомагистралей";"Южный административный округ";"Донской район";"город Москва, Ленинский проспект, дом 30";"Озон";"0.0306";"1.02";
"274322";"03.2020";"1035318089";"Площадь Гагарина";"Вблизи автомагистралей";"Южный административный округ";"Донской район";"город Москва, Ленинский проспект, дом 30";"Взвешенные частицы РМ2.5 (суточные измерения)";"0.0332";"0.95";
"274323";"03.2020";"1035318090";"Площадь Гагарина";"Вблизи автомагистралей";"Южный административный округ";"Донской район";"город Москва, Ленинский проспект, дом 30";"Диоксид серы";"0.0024";"0.05";
"274324";"03.2020";"1035318091";"Площадь Гагарина";"Вблизи автомагистралей";"Южный административный округ";"Донской район";"город Москва, Ленинский проспект, дом 30";"C6H6 (бензол)";"0.006";"0.06";
"274325";"03.2020";"1035318092";"Площадь Гагарина";"Вблизи автомагистралей";"Южный административный округ";"Донской район";"город Москва, Ленинский проспект, дом 30";"C10H8 (нафталин)";"0.00070";"";
"274326";"03.2020";"1035318093";"Площадь Гагарина";"Вблизи автомагистралей";"Южный административный округ";"Донской район";"город Москва, Ленинский проспект, дом 30";"C8H8 (стирол)";"0.00040";"0.18";
"274327";"03.2020";"1035318094";"Площадь Гагарина";"Вблизи автомагистралей";"Южный административный округ";"Донской район";"город Москва, Ленинский проспект, дом 30";"C7H8 (толуол)";"0.013";"";
"274328";"03.2020";"1035318095";"Площадь Гагарина";"Вблизи автомагистралей";"Южный административный округ";"Донской район";"город Москва, Ленинский проспект, дом 30";"C6H5OH (фенол)";"0.00020";"0.04";
"274329";"03.2020";"1035318096";"Площадь Гагарина";"Вблизи автомагистралей";"Южный административный округ";"Донской район";"город Москва, Ленинский проспект, дом 30";"CH2O (формальдегид)";"0.002";"0.2";
"274330";"03.2020";"1035318097";"Гурьевский проезд";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Гурьевский проезд, дом 9, корпус 1";"Сумма углеводородных соединений за вычетом метана";"0.09";"";
"274331";"03.2020";"1035318098";"Гурьевский проезд";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Гурьевский проезд, дом 9, корпус 1";"Сумма углеводородных соединений";"1.52";"";
"274332";"03.2020";"1035318099";"Гурьевский проезд";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Гурьевский проезд, дом 9, корпус 1";"Метан";"1.43";"";
"274333";"03.2020";"1035318100";"Гурьевский проезд";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Гурьевский проезд, дом 9, корпус 1";"Оксид углерода";"0.34";"0.11";
"274334";"03.2020";"1035318101";"Гурьевский проезд";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Гурьевский проезд, дом 9, корпус 1";"Сероводород";"0.00070";"";
"274335";"03.2020";"1035318102";"Гурьевский проезд";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Гурьевский проезд, дом 9, корпус 1";"Оксид азота";"0.015";"0.25";
"274336";"03.2020";"1035318103";"Гурьевский проезд";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Гурьевский проезд, дом 9, корпус 1";"Диоксид азота";"0.0167";"0.42";
"274337";"03.2020";"1035318104";"Гурьевский проезд";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, Гурьевский проезд, дом 9, корпус 1";"Диоксид серы";"0.0012";"0.02";
"274338";"03.2020";"1035318105";"Пролетарский проспект";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 29";"Оксид углерода";"0.36";"0.12";
"274339";"03.2020";"1035318106";"Пролетарский проспект";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 29";"Оксид азота";"0.023";"0.39";
"274340";"03.2020";"1035318107";"Пролетарский проспект";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 29";"Диоксид азота";"0.033";"0.83";
"274341";"03.2020";"1035318108";"Пролетарский проспект";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 29";"Взвешенные частицы РМ10";"0.029";"0.49";
"274342";"03.2020";"1035318109";"Пролетарский проспект";"Смешанные антропогенные источники загрязнений";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 29";"Взвешенные частицы РМ2.5";"0.015";"0.43";
"284343";"04.2020";"1042631272";"Лосиный остров";"Природные территории";"Восточный административный округ";"район Метрогородок";"город Москва, улица Ротерта, дом 4, строение 5";"Оксид углерода";"0.05";"0.02";
"284344";"04.2020";"1042631275";"Лосиный остров";"Природные территории";"Восточный административный округ";"район Метрогородок";"город Москва, улица Ротерта, дом 4, строение 5";"Диоксид углерода";"409.6";"";
"284345";"04.2020";"1042631276";"Лосиный остров";"Природные территории";"Восточный административный округ";"район Метрогородок";"город Москва, улица Ротерта, дом 4, строение 5";"Озон";"0.0437";"1.46";
"284346";"04.2020";"1042631278";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"город Москва, Глебовская улица, дом 3, корпус 1";"Сумма углеводородных соединений за вычетом метана";"0.08";"";
"284347";"04.2020";"1042631280";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"город Москва, Глебовская улица, дом 3, корпус 1";"Сумма углеводородных соединений";"1.51";"";
"284348";"04.2020";"1042631281";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"город Москва, Глебовская улица, дом 3, корпус 1";"Метан";"1.44";"";
"284349";"04.2020";"1042631283";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"город Москва, Глебовская улица, дом 3, корпус 1";"Оксид углерода";"0.17";"0.06";
"284350";"04.2020";"1042631284";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"город Москва, Глебовская улица, дом 3, корпус 1";"Сероводород";"0.00080";"";
"284351";"04.2020";"1042631286";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"город Москва, Глебовская улица, дом 3, корпус 1";"Оксид азота";"0.002";"0.04";
"284352";"04.2020";"1042631287";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"город Москва, Глебовская улица, дом 3, корпус 1";"Диоксид азота";"0.0184";"0.46";
"284353";"04.2020";"1042631289";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Сумма углеводородных соединений за вычетом метана";"0.12";"";
"284354";"04.2020";"1042631290";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Сумма углеводородных соединений";"1.5";"";
"284355";"04.2020";"1042631292";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Метан";"1.38";"";
"284356";"04.2020";"1042631294";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Оксид углерода";"0.16";"0.05";
"284357";"04.2020";"1042631295";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Диоксид углерода";"386.2";"";
"284358";"04.2020";"1042631297";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Сероводород";"0.0011";"";
"284359";"04.2020";"1042631298";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Оксид азота";"0.004";"0.07";
"284360";"04.2020";"1042631300";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Диоксид азота";"0.0259";"0.65";
"284361";"04.2020";"1042631301";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Озон";"0.0482";"1.61";
"284362";"04.2020";"1042631303";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Взвешенные частицы РМ10";"0.015";"0.25";
"284363";"04.2020";"1042631304";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Взвешенные частицы РМ2.5";"0.007";"0.21";
"284364";"04.2020";"1042631306";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Лухмановская улица, дом 34";"Диоксид серы";"0.0033";"0.07";
"284365";"04.2020";"1042631307";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"город Москва, Салтыковская улица, дом 7, корпус 2";"Сумма углеводородных соединений за вычетом метана";"0.2";"";
"284366";"04.2020";"1042631309";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"город Москва, Салтыковская улица, дом 7, корпус 2";"Сумма углеводородных соединений";"1.48";"";
"284367";"04.2020";"1042631310";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"город Москва, Салтыковская улица, дом 7, корпус 2";"Метан";"1.28";"";
"284368";"04.2020";"1042631313";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"город Москва, Салтыковская улица, дом 7, корпус 2";"Оксид углерода";"0.23";"0.08";
"284369";"04.2020";"1042631314";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"город Москва, Салтыковская улица, дом 7, корпус 2";"Сероводород";"0.00070";"";
"284370";"04.2020";"1042631316";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"город Москва, Салтыковская улица, дом 7, корпус 2";"Оксид азота";"0.005";"0.08";
"284371";"04.2020";"1042631317";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"город Москва, Салтыковская улица, дом 7, корпус 2";"Диоксид азота";"0.0313";"0.78";
"284372";"04.2020";"1042631319";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"город Москва, Салтыковская улица, дом 7, корпус 2";"Взвешенные частицы РМ10";"0.02";"0.33";
"284373";"04.2020";"1042631320";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Сумма углеводородных соединений за вычетом метана";"0.04";"";
"284374";"04.2020";"1042631322";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Сумма углеводородных соединений";"1.35";"";
"284375";"04.2020";"1042631324";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Метан";"1.31";"";
"284376";"04.2020";"1042631325";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Оксид углерода";"0.2";"0.07";
"284377";"04.2020";"1042631327";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Сероводород";"0.0017";"";
"284378";"04.2020";"1042631328";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Оксид азота";"0.006";"0.09";
"284379";"04.2020";"1042631329";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Диоксид азота";"0.0131";"0.33";
"284380";"04.2020";"1042631330";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Озон";"0.0736";"2.45";
"284381";"04.2020";"1042631331";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Взвешенные частицы РМ10";"0.016";"0.26";
"284382";"04.2020";"1042631332";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Взвешенные частицы РМ2.5";"0.008";"0.23";
"284383";"04.2020";"1042631333";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Диоксид серы";"0.00090";"0.02";
"284384";"04.2020";"1042631334";"Академика Анохина";"Жилые территории";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 38, корпус 1";"Оксид углерода";"0.17";"0.06";
"284385";"04.2020";"1042631336";"Академика Анохина";"Жилые территории";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 38, корпус 1";"Оксид азота";"0.003";"0.05";
"284386";"04.2020";"1042631337";"Академика Анохина";"Жилые территории";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 38, корпус 1";"Диоксид азота";"0.0148";"0.37";
"284387";"04.2020";"1042631338";"Толбухина";"Жилые территории";"Западный административный округ";"Можайский район";"город Москва, улица Толбухина, дом 10, корпус 4";"Оксид углерода";"0.27";"0.09";
"284388";"04.2020";"1042631340";"Зеленоград 6";"Жилые территории";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 623";"Оксид углерода";"0.21";"0.07";
"284389";"04.2020";"1042631341";"Зеленоград 6";"Жилые территории";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 623";"Оксид азота";"0.008";"0.13";
"284390";"04.2020";"1042631342";"Зеленоград 6";"Жилые территории";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 623";"Диоксид азота";"0.0069";"0.17";
"284391";"04.2020";"1042631343";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"город Москва, город Зеленоград, корпус 1140";"Оксид углерода";"0.17";"0.06";
"284392";"04.2020";"1042631344";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"город Москва, город Зеленоград, корпус 1140";"Оксид азота";"0.005";"0.08";
"284393";"04.2020";"1042631345";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"город Москва, город Зеленоград, корпус 1140";"Диоксид азота";"0.0146";"0.37";
"284394";"04.2020";"1042631346";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"город Москва, город Зеленоград, корпус 1140";"Взвешенные частицы РМ10";"0.012";"0.2";
"284395";"04.2020";"1042631347";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1606";"Сумма углеводородных соединений за вычетом метана";"0.12";"";
"284396";"04.2020";"1042631348";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1606";"Сумма углеводородных соединений";"1.45";"";
"284397";"04.2020";"1042631349";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1606";"Метан";"1.32";"";
"284398";"04.2020";"1042631350";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1606";"Оксид углерода";"0.41";"0.14";
"284399";"04.2020";"1042631351";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1606";"Сероводород";"0.00080";"";
"284400";"04.2020";"1042631352";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1606";"Оксид азота";"0.017";"0.29";
"284401";"04.2020";"1042631353";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1606";"Диоксид азота";"0.0154";"0.39";
"284402";"04.2020";"1042631354";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1606";"Взвешенные частицы РМ10";"0.023";"0.39";
"284403";"04.2020";"1042631355";"Саларьево";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, деревня Николо-Хованское, дом 99, корпус 6";"Сумма углеводородных соединений за вычетом метана";"0.21";"";
"284404";"04.2020";"1042631356";"Саларьево";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, деревня Николо-Хованское, дом 99, корпус 6";"Сумма углеводородных соединений";"2.06";"";
"284405";"04.2020";"1042631357";"Саларьево";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, деревня Николо-Хованское, дом 99, корпус 6";"Метан";"1.85";"";
"284406";"04.2020";"1042631358";"Саларьево";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, деревня Николо-Хованское, дом 99, корпус 6";"Оксид углерода";"0.24";"0.08";
"284407";"04.2020";"1042631359";"Саларьево";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, деревня Николо-Хованское, дом 99, корпус 6";"Сероводород";"0.00050";"";
"284408";"04.2020";"1042631360";"Саларьево";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, деревня Николо-Хованское, дом 99, корпус 6";"Оксид азота";"0.005";"0.08";
"284409";"04.2020";"1042631361";"Саларьево";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, деревня Николо-Хованское, дом 99, корпус 6";"Диоксид азота";"0.016";"0.4";
"284410";"04.2020";"1042631362";"Щербинка";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Щербинка";"город Москва, город Щербинка, Пушкинская улица, дом 6";"Оксид углерода";"0.28";"0.09";
"284411";"04.2020";"1042631363";"Щербинка";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Щербинка";"город Москва, город Щербинка, Пушкинская улица, дом 6";"Оксид азота";"0.006";"0.11";
"284412";"04.2020";"1042631364";"Щербинка";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Щербинка";"город Москва, город Щербинка, Пушкинская улица, дом 6";"Диоксид азота";"0.0148";"0.37";
"284413";"04.2020";"1042631365";"Щербинка";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Щербинка";"город Москва, город Щербинка, Пушкинская улица, дом 6";"Взвешенные частицы РМ10 (суточные измерения)";"0.0231";"0.39";
"284417";"04.2020";"1042631369";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"город Москва, Ленинградский проспект, дом 64";"Оксид углерода";"0.25";"0.08";
"284418";"04.2020";"1042631370";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"город Москва, Ленинградский проспект, дом 64";"Оксид азота";"0.015";"0.24";
"284419";"04.2020";"1042631371";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"город Москва, Ленинградский проспект, дом 64";"Диоксид азота";"0.0299";"0.75";
"284420";"04.2020";"1042631372";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"город Москва, Ленинградский проспект, дом 64";"Озон";"0.0419";"1.4";
"284421";"04.2020";"1042631373";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"город Москва, Ленинградский проспект, дом 64";"Кислород";"20.81";"";
"284422";"04.2020";"1042631375";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"город Москва, Ленинградский проспект, дом 64";"Взвешенные частицы РМ10 (суточные измерения)";"0.0344";"0.57";
"284423";"04.2020";"1042631376";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"город Москва, Ленинградский проспект, дом 64";"Взвешенные частицы РМ2.5 (суточные измерения)";"0.0217";"0.62";
"284427";"04.2020";"1042631380";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"город Москва, Карельский бульвар, дом 14/16";"Оксид углерода";"0.08";"0.03";
"284428";"04.2020";"1042631381";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"город Москва, Карельский бульвар, дом 14/16";"Диоксид углерода";"411.9";"";
"284429";"04.2020";"1042631382";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"город Москва, Карельский бульвар, дом 14/16";"Сероводород";"0.00090";"";
"284430";"04.2020";"1042631383";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"город Москва, Карельский бульвар, дом 14/16";"Аммиак";"0.0019";"0.05";
"284431";"04.2020";"1042631384";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"город Москва, Карельский бульвар, дом 14/16";"Оксид азота";"0.01";"0.17";
"284432";"04.2020";"1042631385";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"город Москва, Карельский бульвар, дом 14/16";"Диоксид азота";"0.0199";"0.5";
"284433";"04.2020";"1042631386";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"город Москва, Карельский бульвар, дом 14/16";"Взвешенные частицы РМ10";"0.028";"0.46";
"284434";"04.2020";"1042631387";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"город Москва, Карельский бульвар, дом 14/16";"Диоксид серы";"0.0016";"0.03";
"284435";"04.2020";"1042631388";"Коптевский";"Жилые территории";"Северный административный округ";"район Коптево";"город Москва, Коптевский бульвар, дом 16, корпус 1, строение 1";"Оксид углерода";"0.1";"0.03";
"284436";"04.2020";"1042631389";"Коптевский";"Жилые территории";"Северный административный округ";"район Коптево";"город Москва, Коптевский бульвар, дом 16, корпус 1, строение 1";"Оксид азота";"0.002";"0.04";
"284437";"04.2020";"1042631390";"Коптевский";"Жилые территории";"Северный административный округ";"район Коптево";"город Москва, Коптевский бульвар, дом 16, корпус 1, строение 1";"Диоксид азота";"0.0203";"0.51";
"284438";"04.2020";"1042631391";"Нижняя Масловка";"Вблизи автомагистралей";"Северный административный округ";"Савёловский район";"город Москва, улица Нижняя Масловка, дом 10";"Оксид углерода";"0.56";"0.19";
"284439";"04.2020";"1042631392";"Нижняя Масловка";"Вблизи автомагистралей";"Северный административный округ";"Савёловский район";"город Москва, улица Нижняя Масловка, дом 10";"Диоксид углерода";"347.5";"";
"284440";"04.2020";"1042631393";"Нижняя Масловка";"Вблизи автомагистралей";"Северный административный округ";"Савёловский район";"город Москва, улица Нижняя Масловка, дом 10";"Диоксид азота";"0.0448";"1.12";
"284441";"04.2020";"1042631394";"Нижняя Масловка";"Вблизи автомагистралей";"Северный административный округ";"Савёловский район";"город Москва, улица Нижняя Масловка, дом 10";"Озон";"0.0534";"1.78";
"284442";"04.2020";"1042631395";"Нижняя Масловка";"Вблизи автомагистралей";"Северный административный округ";"Савёловский район";"город Москва, улица Нижняя Масловка, дом 10";"Диоксид серы";"0.0035";"0.07";
"284443";"04.2020";"1042631396";"Нижняя Масловка";"Вблизи автомагистралей";"Северный административный округ";"Савёловский район";"город Москва, улица Нижняя Масловка, дом 10";"C6H6 (бензол)";"0.005";"0.05";
